project,BugInducing,InducingDate,BugFixing,FixingDates,InducingMessage
netket/netket,172f4aa08733837be624b9e0c239df82b4a0eb07,2018-11-19T19:26:47Z,6179e1bb69535272b1cd8f78c72ec8d51441a2d2/4b04db3c55a272854a6cb56031ada449bd8e5cf2/f476358b295ea41128bf3246f996467129878a1b/2675dc3eca13fc42abfb54cdec854c20b00edd42/a349e580de9314bd6a00422773e37a6440be9a34/d10ca0ac6b92b5a9899b180fe3b2f68389182b63/a765a5d8191e894b51b963d30013608e897ca1f3/f3bdc7a136c3a37ff6ae68b2a18c68fc9ff49ed3/,2018-12-27 14:31:06+01:00/2019-06-04 21:00:31-04:00/2019-06-04 21:12:47-04:00/2018-11-27 19:48:41-05:00/2018-12-29 15:01:12+01:00/2018-11-19 21:20:56+01:00/2019-02-14 00:01:00-08:00/2018-11-29 12:53:07+01:00/,Finishing up Hypercube
Qiskit/qiskit-aqua,4b23a3c1392e137ca87461badec84ea96780b733,2019-02-04T22:24:06Z,7a05c563c949fa6ab4d4bfa676672bf4b56306b1/afd35fde37a1172ec5d4011776467886f624bf27/ac60c3b88a37806a43593bb35ab166c48c4b6c23/a6b6d2b4b85ee83da8efe9a9214cb0da7438ad06/,2019-12-20 16:42:57-05:00/2019-08-19 14:54:32-04:00/2019-06-06 15:36:53-04:00/2019-06-06 15:17:00-04:00/,Limit chemistry problems to energy and excited states
netket/netket,7c7e67c54df9f6907c733fac49b36ad0ed1bb8bb,2019-12-12T23:28:48Z,322f91bf158e271bd0c79fc71f1109bd50135838/9095ae6c3bfa59d0bde3fc65a9df4627e1e00de9/,2020-03-18 12:08:52-04:00/2020-04-16 10:26:23-04:00/,Add benchmarks
netket/netket,59c8fc76dbbe08f8508460561a85d6aed4f163ad,2019-06-20T14:22:13Z,7cc70620a16ce1bbef649a8bd050f0071ca48746/,2019-08-02 22:16:30-04:00/,Add SciPy to Travis CI build configuration
Qiskit/qiskit-aqua,54c53924eea3c6cf4af0b7166eb3380d4e004821,2018-11-29T15:02:05Z,b2fd602f10e18b1c20f8a64ebf5b4fdcc8ff81fa/4181d50f051ebace6e394ca9430187ada1ab8018/,2018-11-29 10:27:07-05:00/2018-11-29 10:49:01-05:00/,u
qucontrol/krotov,7362ca00679622ab05784b15197c11108c8f6585,2018-11-09T02:49:29Z,3ff0bc3b9a4d591ec699a6b3e92ba41f7fd10bc3/1b9182e6dce60dc99c58cec006fe6649e91def07/3ff6e7badc275a437119920586f33c3624a27332/0e8a4dbe81bd3986dbc5c4464d49131727fd57ef/73a416a62dc9f68adcd4f27b36dba7038153bb5d/c399511281eb869aaae4a9f5b641e880c53dec85/,2019-01-27 18:40:01-05:00/2018-11-18 18:47:05-05:00/2019-04-14 16:49:43-04:00/2019-10-10 23:03:15-04:00/2018-11-09 21:10:31-05:00/2019-04-23 15:36:30-04:00/,Add some shape functions
Qiskit/qiskit-aqua,c0943d83b4991bbbe3aa82ea6c2558c26327425f,2019-12-17T10:49:06Z,6fb508d43ef54ab6522c2943dc4803cca446a90c/1b08c3c33860e9e2002de8bee94ba79728181c80/,2020-03-01 10:06:17+01:00/2020-05-19 09:53:33-04:00/,"Cleaning up changelog a bit before release, fixed a typo in 0.7 prio doc."
qrefine/qrefine,f3680a96e4324034ea8fc0a7147e4e461d531d7d,2020-01-04T18:51:03Z,c6bd4b44a6196944cfc2964bd16b2b45cbe979f4/da3f76a161937129a7e75d8cf930db56242119c8/,2020-01-07 15:29:28-08:00/2020-03-21 20:37:57+08:00/,Add Rama favored to the logic
mabuchilab/QNET,a1f46acc4bad931a7dad4477858f7afd2cfeb1a1,2016-03-29T04:47:37Z,9f03ba71697c3763fd20659b36735702cfd95d11/930db2f8141f1c2f850cde207b000bd278955170/d864644a88e561d2cf5e73a8f61a5da94b326c7e/,2016-11-07 10:00:27-05:00/2016-03-30 09:26:46-07:00/2016-03-29 09:59:49-07:00/,Update test for time-dep qutip conversion
Qiskit/qiskit-aqua,07f75806927b545d4937ff16f6bf76a618ef1494,2019-02-14T21:45:53Z,dceea0b3be1f3038853bd68075d337e04c9f7c12/,2019-02-15 11:18:24-05:00/,add helper method for checking powers of 2
Qiskit/qiskit-aqua,0890ff7b1eb67b210d1d6ada0b3def9de227133b,2019-08-08T13:24:40Z,e44bb209a41d9f85a0f115b21b3b150bff65ee66/,2020-09-15 11:03:16+02:00/,num_ancillas not a class property
Qiskit/qiskit-aqua,a3712547a10fd5b886b40cb0d4aca6431b340308,2019-02-17T21:30:40Z,f359f627ee64123088652e7ca2343fe29cfc29d5/f8a4d8833048a8f617c4673301d00eadd9ceeadd/8fda4ebf56c874b07dfe44d5a5595006feee0c10/8b39c95a344d4491c7d1b305c9b5bdb5feea5d2d/,2019-12-26 17:07:29-05:00/2019-03-11 18:20:12-04:00/2019-07-10 15:12:36-04:00/2019-02-19 17:11:03+01:00/,clean up imports
Qiskit/qiskit-aqua,a4b4027998d895824aa3959358a5c93955921230,2019-04-17T12:39:22Z,1f017e248d1fa6c244215887cd2831cdc53fc4c5/8b7ea0ba0340dc55821d45c3681baf02ec09cb6d/85f086df3809bd8854165c80677a491724b8050d/ef9052eee21a45ca13516e8107ee72db4695ef1c/8410e69083d554f8450be828d7b0f46c8f94da03/26209da13a7604949bb2e46749c98be3275068f8/868a69921a8735a2fc2e02cd334418e25c3cbbe9/aa76c8c3d7c38e8aed34b7cab3b0619ec6418078/bad3db80effc9681af1d0cd8876238e4702ddfb8/9211c7dffa253b02735a93be78e29ed744bc5928/3084c9d4876cdae0c24a1e0d7db799386d1f73e8/465271a5438cc6333bee64fddc8b1bf58d4399e7/5e134772d5277e5c23c3dcb32434771c8a4b8fc7/791f6f674d7b1828cd0b75172c2b65240f1487e6/,2019-04-26 15:15:04-04:00/2019-04-26 15:16:01-04:00/2019-04-26 21:18:10-04:00/2019-04-26 23:21:39-04:00/2019-04-23 11:08:58-04:00/2019-04-19 07:30:07-04:00/2019-04-23 17:04:17-04:00/2019-04-26 21:34:16-04:00/2019-04-26 21:23:57-04:00/2019-04-17 08:58:41-04:00/2019-04-22 11:03:28-04:00/2019-04-18 14:58:41-04:00/2019-04-26 15:18:18-04:00/2019-04-24 10:31:32-04:00/,u
rigetti/grove,aee13300fa01ac0df45e57486e0535b329349416,2017-01-08T23:29:42Z,f3be952c84a29041eede7c761650d0fd21f07343/,2017-01-12 21:29:28-08:00/,cleanup readme
PanPalitta/phase_estimation,8870fa13a4e4322914dc452aa9c21ea284b68374,2016-03-02T00:04:08Z,201c94264970cea42016ddecbf53c9b983fd8003/bd49b830f42b0397cfcdb30392a942ea2151a16a/,2016-03-26 20:25:10-06:00/2016-03-03 15:55:51-07:00/,change the type of T_condition
netket/netket,86895f3d317209c7282286a7214e8990a4be7a39,2019-06-12T21:55:01Z,a717c69b66df4852188ef6e002a40006fcff6d9f/5bd0511936b5ec05847d552fe6585f471b7d0955/5a62dfc38792fa770a1c448a8629a31403f48c60/7e4e4f2a316fa40b8b32551dc99efe43bdcb790c/fe5146110a9b0f237d67b6faf443809bc8a112f8/2fc65756ea8a5312c79f1c272c9c7510bd02f1e5/326832b397fb3fce705065617d8ebbe2651b6c83/b4715be0e312b0bc15cd80ec9b34f0a63cf4ffa1/23a086f4522e4f22698e4d8d2ba5de8db7de6384/,2019-06-13 18:12:16-04:00/2019-06-13 17:05:04-04:00/2019-07-08 16:58:17-04:00/2019-06-12 21:41:35-04:00/2019-07-26 12:33:46-04:00/2019-07-29 04:56:54-04:00/2019-06-12 20:49:21-04:00/2019-07-18 23:59:44-04:00/2019-08-09 10:44:37-04:00/,Add Python interface for new VMC methods
Qiskit/qiskit-aqua,971ba62f661c043d43f624493cbbcd580fb9de7f,2019-04-10T09:11:52Z,5077eb2917570d875fdaa572d6dfc85b78f148fa/cc45875e583ad57a0cd9bdc26b1ca33646376f33/,2019-04-15 23:33:25+02:00/2019-09-03 01:11:02-04:00/,"bug fix, correct required ancillas value in circuit factory"
Qiskit/qiskit-aqua,9a2627641db78be3b06bc8608ddb9e6fdeae97eb,2018-10-02T15:37:11Z,89675fe091b212e1c8e3d36ec54d80d0ec67cc39/5b565157017fdf6a06b0b867ae0ca4c9cdcd86b1/f57ca59c863691b3c15ba645aaecf099eb5d0d1a/2f4f18f3cc74085a8d1d3ea497dee6ceb571f20e/7a05c563c949fa6ab4d4bfa676672bf4b56306b1/e72338f7d5fcba7389dded63e1b2ef0e298ab963/0791f33697fbd80d99e16774d29006589c96f86c/c4c94966edef68c4652b5fca34c6e4ef1a3cfd74/aa76c8c3d7c38e8aed34b7cab3b0619ec6418078/0ec712070500b876702488a068dae2b6c2ecbbf8/65f4b6d7c7bfc9686ef1a2d131f02be7f639bbdc/deed95ac40e5edf12e470b9d583b0982d10021e6/6e3cd0b8baa3b6331fb8c192189ce643bacdb614/0da0ed97918cf7d05da055852e90d7ccbec49e87/56d9e575fdd7041f6ec1c23a4342f6bebe378657/04e8aeff6313c773215584fb3aecb2c8e6d0deb9/600633ca50dbae038f494162a67e3cab2a84b4b6/bd12ec54e6b360019c83311c8cc685c252e306d8/e1c66497c0a8802fae239cf2b5eb056f551c4656/f359f627ee64123088652e7ca2343fe29cfc29d5/4561f61545c76222456537224add5f0e0899b504/e3c758a76b6f2ff8d9dc49582c306fc8cf2b26d1/85f086df3809bd8854165c80677a491724b8050d/831be1dc40528bf85d45995a9ba0acaf25c0c1aa/,2018-12-05 21:44:22-05:00/2020-05-28 19:26:27+02:00/2019-01-27 12:32:42-05:00/2018-10-26 15:22:51-04:00/2019-12-20 16:42:57-05:00/2019-07-21 19:10:11-04:00/2018-11-20 14:57:01-05:00/2019-03-11 18:50:45-04:00/2019-04-26 21:34:16-04:00/2018-10-04 10:38:33-04:00/2019-01-22 13:55:05-05:00/2018-11-19 18:32:49-05:00/2019-04-26 21:09:06-04:00/2018-12-03 16:03:43-05:00/2019-04-24 23:31:59-04:00/2019-12-30 16:02:46-05:00/2018-11-20 11:32:21-05:00/2018-11-19 23:41:46-05:00/2018-12-12 13:37:43-05:00/2019-12-26 17:07:29-05:00/2020-01-23 12:37:56-05:00/2018-12-04 17:45:53-05:00/2019-04-26 21:18:10-04:00/2018-11-19 16:37:57-05:00/,Rename modules/classes etc for conformity with new algo naming
Qiskit/qiskit-aqua,5897bbc0b1d6037346e9944ca644b861c893f9c9,2018-06-04T16:37:29Z,985561247b1da717bd7eaac1544b3e3b7d552b04/b0d766a80f5c025d193ce384f9f43bb7682c83f0/,2018-12-27 17:05:03-05:00/2018-07-26 14:22:47-04:00/,"Updated readmes (initial pass, work in progress)"
Qiskit/qiskit-aqua,84fd8fcd5285ca89b363cebea834e84ec3369515,2019-03-06T19:32:53Z,cd9fd8a5536a76ead24b2fba26682211d93f2548/18de385a38a5cea553e06277014308d21196f460/ee0c1ee62ccb34827ccb149e34765eb84ea303de/f95aa3ebac9a2a2621a903049e1a708e6f10aced/94af8c77906e893487672e0141bbdc0eee619277/,2020-04-23 02:07:49+02:00/2020-03-04 10:58:23-05:00/2019-03-06 14:41:17-05:00/2020-05-25 18:36:57+02:00/2019-03-07 15:28:21-05:00/,"VQE fully dependent on VQAlgorithm, all tests pass"
Qiskit/qiskit-aqua,d901bfab8553e25dd27c2ed82d4db10b319730a1,2018-10-04T13:44:37Z,ba8716747854e224fce8cbbbbfbeeccca32816cf/03c1cede41eddeb9a8c35412ae31ea6860453bfb/3355710b649bc1320e59612f982f5abb8422af0c/42dd9d153bbf11b60a65681e9420ddde9b258f1c/10549ef61489cc660ec734309d61feccb7f61b2f/,2018-10-05 08:57:28-04:00/2019-02-07 15:14:34-05:00/2018-11-16 09:36:32-05:00/2019-03-08 09:53:56-05:00/2019-07-10 14:27:10-04:00/,"Chaged requirements & setup to match qiskit 0.6.0, change version to 0.3.0"
Qiskit/qiskit-aqua,b26c0ad8adcaa05ee928b6a227589dbb53539732,2019-01-25T20:45:32Z,de87b748006322f9f6e1e8dd3c17b9f54616179a/,2019-02-12 18:14:05+01:00/,update lookup test asserts
quantumlib/OpenFermion,b72c8ba92f9116a37560bd25b27ea71b25935ab8,2018-01-22T02:05:42Z,4cfcd6a4a0ed0e4674c2073f0b541b73fc8069c8/,2018-01-21 18:08:42-08:00/,Update logo.svg
Qiskit/qiskit-aqua,bce71a3cc9f40b352f49bd06e6e215eba9ff2544,2019-04-29T00:46:43Z,dea7e3b598e463d1f92bfcb840bc5a7bbced2bec/10549ef61489cc660ec734309d61feccb7f61b2f/35dabf4953d5917eb296cdddfdc6ae5a3026c810/698db67699cfb8907a190a24a29f7845681c65eb/,2019-05-03 17:24:41-04:00/2019-07-10 14:27:10-04:00/2019-05-24 17:32:42-04:00/2019-07-10 15:42:11-04:00/,"Bump version to 0.5.0, create VERSION.txt"
Qiskit/qiskit-aqua,9821f59281ff16b176bd47027eec90fbc6705051,2019-07-23T17:27:57Z,9a5a63fcded5c9bb33bec6d0407886d24976ac8f/f361f196706b37a067069aae271997a3a6218d06/,2019-09-05 10:28:27-04:00/2019-08-26 13:32:48-04:00/,bug fix
Qiskit/qiskit-aqua,ebb33bcf7979046548b531b95ede783f1b1f46e9,2019-06-07T16:54:13Z,ecad1474ae3e4bbc0d448b39a2637f743e4eb778/,2019-08-26 16:46:10-04:00/,Change 2 electron int blocks
Qiskit/qiskit-aqua,f67d8c21f825c39ee88e46e5e4576006b6909666,2019-04-30T14:50:01Z,cc45875e583ad57a0cd9bdc26b1ca33646376f33/,2019-09-03 01:11:02-04:00/,add `measurement` boolean flag to qpe_circuit's `construct_circuit()`
Qiskit/qiskit-aqua,4178d28e836b833757aa48c914701c5366f4d3ea,2019-05-03T13:59:21Z,632ca31f177dbc1127698d9940ce516289e05712/702f8e1c68297c9ce2e8ea497cf098df67e01a49/334b7cc07b0cfc67d304fe661f4e287bd2b07f49/38c1a92258ab17064539ac4fac3f61675c238d27/bff1f4819ea0b37f3685f6a3134871671d42c51c/cc45875e583ad57a0cd9bdc26b1ca33646376f33/1e6d9af4e8bd42d939bf07a5bf699c8ac8422387/295b9e88d1911bf8366984c9ce9f859882a850f2/1b8af51fafaea55cbfc88a105e058c8b9210f5cd/170c6060cb04ff3efce0943ff2e43da84b8a5b70/,2019-10-08 01:18:16+09:00/2020-03-20 15:12:48-04:00/2019-05-03 16:54:50-04:00/2019-09-28 01:23:41+09:00/2019-08-07 10:38:45-04:00/2019-09-03 01:11:02-04:00/2019-05-03 10:24:49-04:00/2019-09-19 00:26:30-04:00/2019-06-03 23:52:39-04:00/2019-05-03 15:16:30-04:00/,"1. improve the flow of measurement error mitigation (combine into one qobj)
2. the qobj will be split right before it is submitted if the number of experiments exceeds the workload of a backend"
Qiskit/qiskit-aqua,95a3314789b0b19f68b803804e2c55be067ff884,2019-07-22T18:24:31Z,a15a0a2165de02e2e3718e79f961eb200390ee04/790ff93e20cc36e15dfd039924e782cc559a67d7/e031d2886fc25ca24061bb71a8b3073963576e7f/dc51f8961ffc5bcaac480330bcc2ab9d04fb04d7/31cfdc900c710961442495536fdb987332a5ce68/616cd80b0526c872760c0c6392e8976478cabbc5/44256e90d69c5eab1635d9772be8dde3e2c44450/cc45875e583ad57a0cd9bdc26b1ca33646376f33/649bd70a2a3465e37ef1ff1a04a62d4a63222177/7a09665accbc920edca978b8c396e316cb6bcbd9/f7a9edc5f899c2847a8d2e627ba1d95d462162f0/8217c108ed791b3cf5c4abb369bf5249e1e27af7/f361f196706b37a067069aae271997a3a6218d06/,2019-07-31 10:54:33-04:00/2019-08-01 22:59:23-04:00/2020-04-01 07:52:43-04:00/2020-09-28 13:57:31-04:00/2020-04-20 17:32:44-04:00/2020-06-05 16:15:49-04:00/2019-08-21 14:51:51-04:00/2019-09-03 01:11:02-04:00/2020-04-24 01:26:13+02:00/2019-07-24 14:17:39-04:00/2019-08-14 10:40:45-04:00/2019-08-28 15:00:06-04:00/2019-08-26 13:32:48-04:00/,update docstring and more backward-compatiblity
Qiskit/qiskit-aqua,9002ca3788d05faeb27fa39e2cd37647d34d4e64,2018-06-14T19:24:59Z,6941a1ec44e684b3fc1f02dfbd491de909bc0443/1d0eaa16f0be67f8dcb147b797c3c1d04b8b97d7/1b06f0bfca1454ab16b5af9b45ec700e7ac5a486/0dfe27c952b9c6f76425394f166a7058e86d3218/9a2627641db78be3b06bc8608ddb9e6fdeae97eb/f57ca59c863691b3c15ba645aaecf099eb5d0d1a/e3b5b99b6f533bfffee969305f54f2c35fb61d20/d49db77c00f3821f4c5af7c5d9b00e4f049332d6/a487c0a0b3d8c32584971f5bcccb71c7ab75c486/,2018-10-01 18:20:05-04:00/2018-06-14 16:56:22-04:00/2018-08-31 12:41:48+02:00/2019-07-16 14:28:23-04:00/2018-10-02 11:37:11-04:00/2019-01-27 12:32:42-05:00/2018-08-31 16:12:44+02:00/2018-08-06 20:13:36-04:00/2018-06-15 12:52:01-04:00/,set skip_transpiler besides minor clean-ups
Qiskit/qiskit-aqua,dbd91c79c5afd62dece69dcd5e13cbdfbb1411bf,2018-07-19T15:12:30Z,56bf8c7f240524832dadc52da1231448c62db654/ef750aa0c262b42247b77361bd1d47806b6dc8ab/89675fe091b212e1c8e3d36ec54d80d0ec67cc39/650798f4e8fc38c74366d5587fa8338c4486a27a/e3b5b99b6f533bfffee969305f54f2c35fb61d20/fa1a43f60c6bae7fa794ea23b38c1b38a5155e12/19c65b468088e257e625cd6d44c859cce4cffb62/,2019-04-28 21:59:14-04:00/2018-11-20 14:40:29-05:00/2018-12-05 21:44:22-05:00/2018-07-26 12:35:35-04:00/2018-08-31 16:12:44+02:00/2019-10-22 13:35:23+02:00/2019-03-07 21:10:54+01:00/,remove QAOA var form's general plugability and move to qaoa dir
mabuchilab/QNET,99fcc8748a6d7f4d3e8d8306ffc6894b9673898d,2017-12-04T22:38:51Z,eaa8c316bfe61ab4a12ea60ada1e39ebc90a3bca/,2018-06-29 10:15:28-04:00/,Initialize printing for printing.rst doctest
quantumlib/OpenFermion,684868286ca073f89b62fd99887f9edd44d912ba,2018-03-01T06:53:57Z,c889780b672950800e5aa9d330c128f8abb7c3cf/c999a3973efceb0f01977976a8f6cd8dea338db3/d38a703651389ae81f65a515ea88b94d0323f192/c2c3b1a2f5254993a2f8f2653064e20b227b1a4b/6391cb79854c9510ed3a59f16244a077579f084d/175a634f0d9082f4cdecb0a6c38a241592d2a26f/110597e1c71978a32ed82e5834a7b219ad39ab73/a0a43a56d385cd203de8ea6dc5c8298ac83bb2e0/93e1912662945c8c2f8a9df54f9dc519456ef030/239888748a79a108fb76afd8f756ae0aa6a6db9e/9dc86d3ca034dac3b0a6e02b67f87038fb962ed0/,2018-09-21 10:24:59-07:00/2018-03-21 08:58:38-07:00/2018-04-20 11:12:34-07:00/2018-03-26 12:45:49-07:00/2018-03-01 11:32:06-08:00/2018-03-26 21:51:33-07:00/2020-07-23 16:38:20-07:00/2018-03-01 10:48:00-08:00/2018-03-03 11:40:53-08:00/2020-08-01 17:38:22+02:00/2018-06-01 11:06:58-04:00/,"Generalize hermitian_conjugated and move it to operator_utils (#226)

* generalize hermitian_conjugated and move to utils

* remove use of iteritems, update demo notebook

* add tests"
JoshuaSBrown/QC_Tools,e1a1fd88109c3113ecb8445baf23bc6f8a8182d4,2019-04-05T03:36:26Z,e81ee49c17eedc234e326eed3a4e6cc32ab28475/,2019-04-05 17:44:50-06:00/,Fixed integration tests
netket/netket,a4cbd31c6b485b8acd4bdca280257d7debbdc0f9,2019-07-02T01:54:49Z,1eaa2bc149a386e135ebcee96371c461d1d7d095/c46ee789375a47835d56b21d4880878473d1c79b/d39baeb227a363a8af8feee9d578d751122ec2bd/7e480c265685ef6415b2c8e8bbbb54db12cd28fa/6036eba68db65a1a798db772b3cb8f7f27b46c4d/,2019-08-15 17:35:25-04:00/2019-07-01 23:06:00-04:00/2019-07-08 23:22:54-04:00/2019-07-15 22:02:27-04:00/2019-07-05 22:51:14-04:00/,Split RbmSpinV2 into header and source files
Qiskit/qiskit-aqua,cd2ac546ef820eb7f31fd58d199e463c27d41fc5,2019-03-24T21:03:47Z,31ec634429f9ab239e3b16fbcb3971b0fad39680/c31a896f3f2a62207b699fe2a1a083b0f17399f1/,2019-03-27 09:35:19-04:00/2020-02-25 22:19:55+01:00/,"mct advanced: switched back to cu1 instead of crz

The crz gate does not work if the control qubits are
in superposition"
ProjectQ-Framework/FermiLib,94856118b11d79ef3ad37b3fb0fb487d52c50ace,2017-08-09T03:01:12Z,90a194c4681ecfd67f5c6eac08052bb2fd18ae0a/710183151b7f536896fbf003646f4fe985afe09e/,2017-10-01 02:51:39+02:00/2017-08-14 19:44:54-07:00/,"FFFT, low depth dual basis Trotter simulation code (in circuits) (#136)

* FFFT + low-depth Trotter simulation in dual basis

* Added FFFT, low depth dual basis Trotter simulation code

* Changing some ranges to lists for Python3

* Clarifying float vs integer division

* Boosting test coverage

* Improved naming and commenting"
netket/netket,600e60eaa3d481c9f1f173c312a2bb34a21bb321,2018-07-13T21:26:02Z,b84047dac7fcac03b8161648ccd8f576546c610a/6eeef1d34f6fd0cfec58d40636bbe412cf0c90bd/ea3f554c152b6c3f8c653f11a1b5e604d6df7985/,2018-11-08 19:26:48-05:00/2018-11-20 11:35:51+01:00/2018-07-13 17:40:26-04:00/,added infomessage for ffnn and changed message streams
aeantipov/pomerol,e020f3a1184f25250ac439b099a3802828f3b3ac,2013-06-03T16:05:32Z,e527421263cbcb0dfe46e37721a9bbe04a690b15/d2b81da74d4fad35ea35dae486844bb8d5b58766/f288a0a8f5300561171f29e9a57b16c50d153f44/,2013-12-21 01:20:09-05:00/2013-12-21 01:57:19-05:00/2013-11-09 01:46:55+04:00/,Installation of PkgConfig file.
Qiskit/qiskit-aqua,a04ef6a0a4722639c965896791623918c0d669a7,2018-11-15T20:07:30Z,f68f52bd5cc61f239f25d8fd0abeae1f8343ca5b/aa2927d4ee4b31612e49d7c28d5f9b813a425f8e/c20c3decb0a0398548b1aeda08d12bd6801cacf8/e3c758a76b6f2ff8d9dc49582c306fc8cf2b26d1/,2018-11-27 14:52:38-05:00/2019-01-11 15:44:36-05:00/2018-11-27 11:34:06-05:00/2018-12-04 17:45:53-05:00/,minor refactor on qpe
qucontrol/krotov,1f4dc1070cda7533b950a1eb091644d8960f7ad5,2018-12-21T16:46:21Z,b594b47c22c19613e56f4f0f71dfd59f4770c7c5/3ff0bc3b9a4d591ec699a6b3e92ba41f7fd10bc3/701c4c021210699ba571e73e8609d9ab72c57a73/ec90f9e23779a462ebdb24e4742ab0fc8b7a25e0/3ce538b72f7a128e93e9c4ee46129e89def69d9d/e6c8f8b04de446fd86fb8c6fb1111aa833f7c41d/7458eb81710ff958744f1744927765b1c58b4150/f2ccb343167839e7252361676bed6f1f54ca7118/,2019-01-30 17:58:58+01:00/2019-01-27 18:40:01-05:00/2018-12-21 23:18:04-05:00/2019-04-12 18:59:56-04:00/2019-08-18 13:19:37-04:00/2020-03-21 18:11:54-04:00/2019-01-30 22:53:24-05:00/2019-08-18 11:36:27-04:00/,Documentation for gate example
Qiskit/qiskit-aqua,33e9b25a1beefe9403112189764d96f460ac7dcf,2018-06-10T22:27:33Z,b0d766a80f5c025d193ce384f9f43bb7682c83f0/058b0cb13e1a882df6ae917599492a7881f3582f/,2018-07-26 14:22:47-04:00/2018-11-13 15:08:06-05:00/,Change command line tool description
mabuchilab/QNET,c9a1a2c9f3c78268dc90d035345dd7f6c32cfcd4,2018-04-08T03:27:49Z,c3f3bb8f74d79186c0f4ac35a453e91c827e8727/,2018-11-21 14:54:22-05:00/,Update intersphinx address for matplotlib
mabuchilab/QNET,48876d4748d614743f95e745018e57ad1822c1d0,2012-08-24T04:28:49Z,1edad91c2b64558f0112e53259650c540d63f30c/a94fc0160681f453ad05dfd82a6db6ed2f82bcbf/35a6e306d2fcbe4683a8298ee5841bf1e19be7bb/801a810852f3817bc004fc211d3d350e984eb794/73355bffe238429a780b488a8db6ecdf868a3f62/8401c530767314dfb6f3cc8dac170059e99ca1ba/839c5779a48f07a63ba0b462a684e220b42e3470/6b2b2803fcd30cb792c1ce31ee4a984f730ff4dd/1044bed69d4a31efc1e237fee0c6c3de83e77793/6061d93f7102292bf6be78a3abfbb90978d04906/f03a50f6692dc24b61333dfc14e43ee12b7862ff/a617b257a880347708e1af39c1ef00fcbc6e0de6/7b6227f72913ccf2b8f58f48ea3417e48ebea3b5/5c7ee57b353555462fe8a8d9717b80c2fab60520/ed4a0c1ecc350fe3d0ab186ca37031c480cc8206/c4ffd3a999cc789a3040e990d28a94ffa506d6dc/fdad2297e063f4e7ce490ae439e9b7e5a6e51abc/9319a442ca9c938cdfb043308a1a4ebaf1b1d52a/121213508c6ae16b01de068ebf88dbb329ea4aa3/7832f10b154ed653f60fbd9c9943be9ad289fda1/9f03ba71697c3763fd20659b36735702cfd95d11/799bdd8a5993407be3fac2c04b8c47614e728069/432ebb8491cd572c9d56bb7dc8cd73b81d463ea3/cdce9908dbbfd6acaa65fda0927793f24d9c20d2/868bdea06849fc68f985cc0100d685a32c68d579/da9a189b5645da7feef37c9aa2a42f67cf676841/ae7ec9aa78ca6a7defe8c4cc8b7b794ca8e6d297/95e24c343e3818f1e8b1bee43934aed03eee8f55/073cac0d7407df487d318585cea6a1dfb49aa005/7382d7ae8989f2f796acb08c1de3b80869aa8b7c/9983dd6d685ffd65dc6d5286be579a1455478472/28aa1128c9f2e53a4c6255600bf80353f1e4887e/4626522f64d91ecc3eaec0922d5573e7f47df2ba/,2012-08-24 19:02:24-07:00/2015-02-11 12:45:15-08:00/2013-12-10 16:31:44-08:00/2016-11-27 00:57:14-05:00/2018-04-22 02:30:21-04:00/2018-05-01 21:46:38-04:00/2012-11-28 14:25:01-08:00/2012-09-07 19:00:06-07:00/2016-10-20 19:18:51-04:00/2017-11-04 00:54:50-04:00/2013-10-09 23:53:11-07:00/2016-11-13 00:04:59-05:00/2017-11-02 10:14:08-04:00/2014-12-17 18:05:24-08:00/2014-08-05 14:46:02+01:00/2012-08-29 17:09:20-07:00/2012-09-27 15:20:13-07:00/2016-11-28 21:51:05-05:00/2017-02-27 12:37:14-08:00/2016-11-09 14:12:28-05:00/2016-11-07 10:00:27-05:00/2012-09-04 17:08:52-07:00/2017-08-02 19:02:02-07:00/2018-06-14 14:19:24-04:00/2017-03-20 18:37:30-04:00/2016-11-07 23:56:55-05:00/2014-08-05 16:54:42+01:00/2018-05-21 18:06:20-04:00/2016-11-10 01:47:31-05:00/2014-08-05 14:45:19+01:00/2017-12-06 20:38:00-05:00/2016-11-10 18:00:51-05:00/2017-12-13 11:02:26-05:00/,"algebra re-write, tests all pass"
netket/netket,86aca6fb87e200aa8472261dd2a80e56f1ebb521,2019-07-16T16:01:00Z,5c1e8b483a509ca8dba5cc7db9ebe2e1fe04e8c7/,2019-07-16 22:41:48-04:00/,Really want that stacktrace
Qiskit/qiskit-aqua,10a80b89fabee30bfe113e6e97c61636b6b48903,2018-09-06T02:40:21Z,2eca6957b2ac26292f82259468fbc280133bb543/b35c39bca5a0d6255aab363dfbc0dd80de2083a6/89675fe091b212e1c8e3d36ec54d80d0ec67cc39/4ac717d13abb84528e7729ccbcf1fa2a79ffef5b/84b4e7dc10202328ff068eb467f8c5c307ad902f/3f3bfd51885d2927f731936b0832461869c38716/68485b2ab8cf4f9d6a2faa7a2b82cd074251d8ea/,2018-11-26 10:54:56-05:00/2018-10-08 15:59:42-04:00/2018-12-05 21:44:22-05:00/2018-10-17 01:28:48-04:00/2019-01-22 12:42:26-05:00/2019-03-05 14:06:27-05:00/2018-09-13 11:54:45-04:00/,Use Qiskit qiskitrc file
